"y","x"
2.19130412965607,0.757400915026665
0.245153505444561,-0.973162612877786
1.13595240236452,-0.11878116405569
2.05118528692191,-0.16787512623705
5.70935003604634,1.44072264479473
0.412345669248447,-0.218716685893014
4.78980033970407,1.17321767797694
8.51896945649029,1.71827645390294
10.9765762961547,1.84712066315114
-0.296857237497954,-0.780566591769457
5.54639871939955,1.26402508094907
0.0104248845071911,-0.141998137580231
1.71531346849324,-0.699839435284957
10.4033069186887,1.86220632516779
1.21669173728593,0.246821355540305
1.3305415034302,0.365307252854109
11.5613403075137,1.9131669679191
2.89776441618274,0.751963939052075
10.5333629674825,1.88661387329921
5.10666560554082,1.28510720958002
3.88683195549545,1.14352560602129
11.5072908814298,1.9898385705892
2.02976342809194,0.518812682945281
2.2564269202224,0.469829714624211
3.04653563773902,0.947484105825424
6.64200594563234,1.49241923680529
1.32968079723896,0.445997007191181
6.26339721036447,1.52523867087439
1.93784901162132,0.541105205193162
2.90347273817113,0.589332606410608
2.27383420193998,0.701336637604982
0.339357325762001,-0.2831533649005
6.82702422270648,1.63398780231364
2.6957370378756,0.963566051330417
0.928784795425364,0.447112683905289
10.4724664940747,1.91308939130977
0.898371832241189,0.380077731562778
3.19362977277852,0.866169461049139
1.1030859322424,0.165254103951156
-0.511763303987079,-0.980221819598228
9.22465887216289,1.814957261784
0.809946440585618,-0.273486722726375
2.78205839883055,0.696783590596169
0.996874602857974,-0.45730269048363
8.53589749491784,1.71349787013605
1.85925320062416,-0.74712608451955
8.09535931644333,1.70351514639333
8.77010365913287,1.67483439715579
4.16001572186867,1.17012479901314
2.81907944128048,0.694429667899385
1.15855664313023,0.16582999448292
4.49397930527485,1.2377865514718
8.21145856133676,1.68626295309514
6.01130344505538,1.42723024985753
5.11307564944658,1.45563897839747
2.37110138152242,0.263599905651063
1.04373630881193,-0.469910504762083
-0.14281056357941,-0.478640323271975
7.10102256891389,1.67763723363169
4.94186713930528,1.23000218649395
2.82259937709977,0.682951651746407
0.917997196276159,-0.786298509454355
7.26529669204113,1.56075426004827
8.79562518929707,1.74113289453089
0.933051078385762,-0.323916391469538
2.53250828320471,0.885680399136618
-0.0101143878703798,-0.792565019335598
3.05877904213657,0.544561930000782
5.4504939710985,1.41625186358579
10.9478349943092,1.915368396556
0.407204342633644,0.0287457345984876
4.24670857320109,0.894090327201411
1.12198379706484,0.230162772117183
1.66037832136265,0.0370821813121438
6.97115731042704,1.47461855760776
3.22942952898694,1.06970158591866
1.17326681592525,-0.0380649557337165
1.12668303703862,0.323988978285342
-0.735534620163889,-0.214343656320125
1.14992222460101,-0.600386600010097
9.18104080455631,1.73143606283702
3.50190613457553,1.12750377762131
1.20992051821615,0.716078939149156
8.60850389432657,1.75090471003205
9.09281988352292,1.70573034649715
0.703680842517696,-0.824134038295597
0.287332091869439,-0.862897152546793
10.7050837694742,1.96642552758567
1.38260853440829,-0.382525119930506
10.0240772311367,1.7871679160744
1.04577544642907,-0.417089343536645
-0.0716800376119189,-0.619597190059721
2.56167426624435,0.618106433190405
0.340059512776125,-0.182988822227344
0.796127474277841,0.060759948566556
-0.360992837361365,-0.747685429872945
5.32343140876052,1.2963131275028
1.19374118340888,0.333457979373634
0.899965303126752,-0.891587524209172
4.54148435012432,1.10386742884293
