"y","x"
2,0.539211964075055
4,-1.25997082807855
2,1.73731965530453
2,3.45439103423048
3,0.0483752835354451
3,0.736050353985021
1,-2.61840859641705
2,1.47724386142281
2,0.0897459747499812
1,-2.09679440024241
1,3.45570218089148
1,-2.35719947804496
2,1.30641342219382
1,-0.737132983407274
3,-1.19910928708956
2,0.109210330914709
2,3.41535485089873
1,-2.18874595115659
2,-0.578563648992788
2,4.4148259216076
3,1.03749801300322
1,-2.80983587168058
4,4.0297289603182
3,-2.37631667405014
3,0.38076161517627
1,-2.3394718201091
3,-0.0761631188887226
2,4.70840852195384
2,2.78685251874634
4,-1.12066471755636
4,-1.34291876714155
4,0.98487710946188
1,-2.35878103235211
1,-2.11743490382321
2,2.27580522600024
3,-0.320530569801938
2,1.26098625329988
2,3.23391940478908
4,-0.386999657037533
1,-3.21558368508143
1,-1.77032825540392
1,-0.864668597918534
1,-0.843247718788076
4,-0.340988126390427
1,0.491621874452666
1,-1.49149556970071
1,-0.547888266520806
2,3.64915788130923
1,0.0284674797031992
2,0.376085486905009
2,-0.108267380547449
4,0.923223340511673
3,-1.19354059078344
2,2.52651647193616
3,-2.29065807466496
2,2.1692471118698
3,-3.05799062737689
1,-3.14748376568976
1,-0.228185260889857
1,0.222418359702692
4,0.428275240822627
2,1.10755165008336
4,-2.1190390372302
1,-3.22009865250289
4,-0.676302125269213
1,0.409875506852491
1,-0.448690078542377
4,-1.81921940803767
4,-1.61621976849608
4,1.10616702828438
2,-0.778355865206366
3,-0.894491277188815
1,-0.0422776903380118
1,-1.19883491024945
3,-0.621732379108156
1,-1.36326493777109
4,-0.404111447025617
2,2.23360065848118
2,1.6519984253415
2,2.50183795962583
2,5.21619618996137
2,-0.102079922391008
2,4.45438838867545
2,-0.0277442476310194
1,-3.09479939352195
1,-2.75977821831397
2,2.95974148167649
1,-0.509843888677753
3,-0.652560760291842
1,-1.45327733138454
1,-3.90469729990397
2,0.845880083537778
2,2.36336957150634
3,1.83591875455232
4,0.190935093770459
1,-3.3688635734875
2,1.98065870121225
4,-1.41566356385725
1,-1.18805833862819
1,-2.13179406678144
